Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering
0.132239783,40.38877756,-0.004049991,0.484540113,-766.7080939,11.41897529,-0.000548102,-0.239802663,-0.122862397
0.134530159,40.41354787,-0.004113268,0.484273014,-767.0652344,11.23071136,-0.000538964,-0.241339966,-0.124038045
0.136817187,40.43830356,-0.004176223,0.484003222,-767.4226644,11.04239606,-0.000548656,-0.24288653,-0.125202963
0.139100267,40.46304463,-0.004238831,0.483730776,-767.7803256,10.85406222,-0.000561649,-0.244442866,-0.126346194
0.141378727,40.48777104,-0.004301067,0.483455716,-768.1382428,10.66569154,-0.000593757,-0.24600312,-0.127469578
0.143651921,40.51248277,-0.004362905,0.483178084,-768.4964567,10.47728265,-0.000638609,-0.247583625,-0.128585058
0.145919082,40.53717981,-0.004424324,0.482897925,-768.8548979,10.28886819,-0.000662837,-0.249179746,-0.129685226
0.148179336,40.56186214,-0.004485306,0.482615283,-769.2136435,10.10041368,-0.000628395,-0.250795496,-0.130773125
0.150431813,40.58652974,-0.004545834,0.482330204,-769.5726259,9.911957504,-0.000590202,-0.252432202,-0.131855029
0.152675591,40.6111826,-0.0046059,0.482042732,-769.9318723,9.723466855,-0.000594634,-0.254072054,-0.132914394
0.154909826,40.63582069,-0.004665496,0.481752914,-770.2914153,9.534934871,-0.00062767,-0.255722959,-0.133950713
0.157133865,40.660444,-0.004724611,0.481460796,-770.6511866,9.346400617,-0.000651955,-0.257386488,-0.134976179
0.159347033,40.68505251,-0.004783237,0.481166423,-771.0112214,9.157843133,-0.000653029,-0.259059129,-0.135980094
0.16154861,40.70964622,-0.004841364,0.480869843,-771.3715656,8.969255127,-0.000650819,-0.260754512,-0.136962341
0.163737941,40.73422512,-0.004898981,0.480571106,-771.7321378,8.780664078,-0.000647916,-0.262458012,-0.137934407
0.165914301,40.75878919,-0.004956073,0.480270259,-772.0930145,8.59203292,-0.000644577,-0.264170938,-0.138884535
0.168076925,40.78333843,-0.005012628,0.479967354,-772.4541234,8.403407503,-0.000639788,-0.265899241,-0.13981226
0.170225134,40.80787283,-0.005068628,0.47966244,-772.815497,8.214757485,-0.00063146,-0.267629917,-0.140728188
0.172358206,40.83239239,-0.005124056,0.479355568,-773.1771759,8.026069524,-0.000623604,-0.269368664,-0.141624351
0.174475364,40.8568971,-0.005178896,0.479046789,-773.5390832,7.837381332,-0.000640349,-0.271112213,-0.142499432
0.176575897,40.88138696,-0.005233131,0.478736156,-773.9012504,7.648672008,-0.000670272,-0.272855367,-0.143359963
0.178659088,40.90586196,-0.005286742,0.47842372,-774.2637277,7.45993496,-0.000682439,-0.27461437,-0.144197794
0.180724216,40.93032211,-0.00533971,0.478109533,-774.6264331,7.271204048,-0.000652748,-0.276380218,-0.14501106
0.182770665,40.95476741,-0.005392014,0.477793649,-774.9894469,7.082431262,-0.000619131,-0.278146223,-0.145810265
0.184797766,40.97919785,-0.005443641,0.477476121,-775.3526922,6.893664925,-0.000636613,-0.279918642,-0.146596286
0.186804738,41.00361345,-0.005494573,0.477157003,-775.7161961,6.704878947,-0.000675829,-0.281685769,-0.147363231
